strikePrice,lastPrice,percentFromLast,bidPrice,midpoint,askPrice,priceChange,percentChange,volatility,volume,openInterest,optionType,daysToExpiration,expirationDate,symbol,underlyingPrice
38.5,0.9,-0.0017342273697043575,0.79,0.83,0.87,-0.05,-0.0526,82.15,7.0,106.0,Call,21,2018-06-29,VXX,32.81
39.0,0.88,-0.0018866199329472713,0.74,0.78,0.82,0.18,0.2571,83.73,29.0,120.0,Call,21,2018-06-29,VXX,32.81
39.5,0.9,-0.002039012496190185,0.69,0.74,0.79,0.17,0.2329,85.53,43.0,38.0,Call,21,2018-06-29,VXX,32.81
40.0,0.74,-0.002191405059433099,0.65,0.69,0.73,0.11,0.1746,86.69,229.0,876.0,Call,21,2018-06-29,VXX,32.81
40.5,0.8,-0.0023437976226760126,0.57,0.63,0.69,-1.41,-0.638,87.16000000000001,4.0,21.0,Call,21,2018-06-29,VXX,32.81
41.0,0.61,-0.002496190185918926,0.57,0.8,1.02,0.04,0.0702,97.99,40.0,457.0,Call,21,2018-06-29,VXX,32.81
41.5,0.65,-0.0026485827491618402,0.54,0.81,1.08,-1.09,-0.6264,101.86,20.0,63.0,Call,21,2018-06-29,VXX,32.81
42.0,0.64,-0.002800975312404754,0.51,0.74,0.97,0.06,0.10339999999999999,101.73,54.0,1233.0,Call,21,2018-06-29,VXX,32.81
42.5,0.5,-0.0029533678756476674,0.43,0.72,1.0,-0.01,-0.0196,103.54,5.0,12.0,Call,21,2018-06-29,VXX,32.81
43.0,0.53,-0.0031057604388905814,0.46,0.64,0.82,0.08,0.1778,102.71999999999998,29.0,153.0,Call,21,2018-06-29,VXX,32.81
43.5,0.49,-0.003258153002133495,0.44,0.69,0.93,-0.11,-0.1833,107.84,10.0,4.0,Call,21,2018-06-29,VXX,32.81
44.0,0.6,-0.003410545565376409,0.3,0.6,0.9,0.19,0.46340000000000003,106.19000000000001,35.0,574.0,Call,21,2018-06-29,VXX,32.81
44.5,0.53,-0.0035629381286193225,0.4,0.57,0.73,0.13,0.325,106.94999999999999,11.0,209.0,Call,21,2018-06-29,VXX,32.81
45.0,0.46,-0.0037153306918622365,0.25,0.48,0.71,0.03,0.0698,104.61,37.0,327.0,Call,21,2018-06-29,VXX,32.81
45.5,0.42,-0.00386772325510515,0.24,0.53,0.81,-0.43,-0.5059,109.80000000000001,,19042.0,Call,21,2018-06-29,VXX,32.81
46.0,0.4,-0.004020115818348063,0.22,0.44,0.66,0.06,0.1765,107.04,10.0,117.0,Call,21,2018-06-29,VXX,32.81
46.5,0.4,-0.004172508381590978,0.34,0.56,0.77,-0.69,-0.633,116.5,10.0,5.0,Call,21,2018-06-29,VXX,32.81
47.0,0.35,-0.004324900944833891,0.18,0.4,0.61,-0.69,-0.6635,108.72999999999999,8.0,30.0,Call,21,2018-06-29,VXX,32.81
47.5,1.0,-0.004477293508076805,0.16,0.38,0.59,0.36,0.5625,109.58000000000001,,6.0,Call,21,2018-06-29,VXX,32.81
48.0,0.4,-0.004629686071319718,0.15,0.36,0.57,-0.15,-0.2727,110.69,,214.0,Call,21,2018-06-29,VXX,32.81
48.5,0.53,-0.004782078634562632,0.12,0.34,0.56,-0.29,-0.35369999999999996,111.33999999999999,,25.0,Call,21,2018-06-29,VXX,32.81
49.0,0.29,-0.004934471197805546,0.11,0.33,0.54,-0.61,-0.6778,112.28,,15619.0,Call,21,2018-06-29,VXX,32.81
49.5,0.38,-0.00508686376104846,0.11,0.39,0.67,-0.11,-0.2245,119.32000000000001,21.0,31.0,Call,21,2018-06-29,VXX,32.81
50.0,0.27,-0.0052392563242913736,0.09,0.27,0.44,-0.04,-0.129,111.28,5.0,641.0,Call,21,2018-06-29,VXX,32.81
51.0,0.78,-0.005544041450777201,0.07,0.34,0.61,0.3,0.625,121.59,,97.0,Call,21,2018-06-29,VXX,32.81
52.0,0.3,-0.005848826577263029,0.24,0.36,0.47,,,126.69999999999999,,10.0,Call,21,2018-06-29,VXX,32.81
53.0,,-0.006153611703748856,0.09,0.27,0.45,,,123.07,,,Call,21,2018-06-29,VXX,32.81
54.0,0.45,-0.006458396830234684,0.09,0.27,0.44,-0.25,-0.35710000000000003,126.16000000000001,,104.0,Call,21,2018-06-29,VXX,32.81
55.0,0.24,-0.006763181956720511,0.23,0.32,0.41,-0.03,-0.11109999999999999,134.78,7.0,45.0,Call,21,2018-06-29,VXX,32.81
56.0,0.25,-0.007067967083206338,0.05,0.29,0.53,-0.33,-0.569,135.47,,21.0,Call,21,2018-06-29,VXX,32.81
57.0,0.48,-0.007372752209692166,0.0,0.51,0.51,,,135.31,,1.0,Call,21,2018-06-29,VXX,32.81
58.0,0.27,-0.007677537336177993,0.03,0.14,0.25,-0.17,-0.3864,124.32000000000001,,61.0,Call,21,2018-06-29,VXX,32.81
59.0,0.48,-0.00798232246266382,0.06,0.28,0.5,,,144.25,,10.0,Call,21,2018-06-29,VXX,32.81
60.0,0.24,-0.008287107589149648,0.0,0.51,0.51,0.05,0.2632,144.72,2.0,33.0,Call,21,2018-06-29,VXX,32.81
61.0,,-0.008591892715635475,0.16,0.33,0.5,,,155.32,,,Call,21,2018-06-29,VXX,32.81
62.0,0.59,-0.008896677842121304,0.03,0.26,0.49,,,151.2,,10.0,Call,21,2018-06-29,VXX,32.81
63.0,0.2,-0.00920146296860713,0.01,0.26,0.5,-0.35,-0.6364,153.51999999999998,,7.0,Call,21,2018-06-29,VXX,32.81
64.0,,-0.009506248095092958,0.0,0.48,0.48,,,154.6,,,Call,21,2018-06-29,VXX,32.81
65.0,0.17,-0.009811033221578785,0.0,0.47,0.47,-0.44,-0.7212999999999999,156.73999999999998,,45.0,Call,21,2018-06-29,VXX,32.81
66.0,0.26,-0.010115818348064614,0.0,0.47,0.47,-0.09,-0.2571,159.41,,205.0,Call,21,2018-06-29,VXX,32.81
67.0,0.21,-0.010420603474550441,0.0,0.49,0.49,,,163.24,,59.0,Call,21,2018-06-29,VXX,32.81
68.0,0.16,-0.010725388601036268,0.01,0.24,0.47,-0.09,-0.36,165.20999999999998,,32.0,Call,21,2018-06-29,VXX,32.81
69.0,,-0.011030173727522095,0.0,0.46,0.46,,,166.49,,,Call,21,2018-06-29,VXX,32.81
70.0,0.14,-0.011334958854007924,0.0,0.46,0.46,-0.01,-0.0667,168.96,1.0,177.0,Call,21,2018-06-29,VXX,32.81
71.0,,-0.011639743980493751,0.02,0.2,0.37,,,166.67000000000002,,,Call,21,2018-06-29,VXX,32.81
72.0,,-0.011944529106979579,0.0,0.29,0.29,,,161.19,,,Call,21,2018-06-29,VXX,32.81
73.0,0.23,-0.012249314233465404,0.01,0.15,0.29,-0.05,-0.17859999999999998,164.28,,2.0,Call,21,2018-06-29,VXX,32.81
74.0,0.22,-0.012554099359951231,0.0,0.45,0.45,-0.05,-0.1852,177.74,,304.0,Call,21,2018-06-29,VXX,32.81
75.0,0.13,-0.012858884486437062,0.08,0.27,0.45,0.01,0.0833,185.1,,206.0,Call,21,2018-06-29,VXX,32.81
20.0,0.01,0.0039042974702834504,0.0,0.19,0.19,,,113.84,1.0,,Put,21,2018-06-29,VXX,32.81
21.0,,0.0035995123437976228,0.0,3.25,3.25,,,227.46,,,Put,21,2018-06-29,VXX,32.81
22.0,,0.003294727217311796,0.0,3.25,3.25,,,210.93,,,Put,21,2018-06-29,VXX,32.81
23.0,,0.0029899420908259685,0.0,3.25,3.25,,,195.03,,,Put,21,2018-06-29,VXX,32.81
24.0,,0.002685156964340141,0.0,3.25,3.25,,,179.69,,,Put,21,2018-06-29,VXX,32.81
25.0,0.01,0.0023803718378543133,0.0,0.17,0.17,-0.01,-0.5,67.11,,12.0,Put,21,2018-06-29,VXX,32.81
26.0,,0.0020755867113684857,0.0,0.04,0.04,,,46.07,,,Put,21,2018-06-29,VXX,32.81
27.0,0.07,0.0017708015848826584,0.0,0.12,0.12,-0.01,-0.125,47.660000000000004,89.0,3256.0,Put,21,2018-06-29,VXX,32.81
28.0,0.14,0.0014660164583968308,0.0,0.21,0.21,0.03,0.2727,45.46,11.0,561.0,Put,21,2018-06-29,VXX,32.81
29.0,0.35,0.0011612313319110034,0.34,0.39,0.44,-0.06,-0.1463,55.730000000000004,274.0,1026.0,Put,21,2018-06-29,VXX,32.81
30.0,0.68,0.0008564462054251759,0.66,0.7,0.73,-0.12,-0.15,58.809999999999995,431.0,3781.0,Put,21,2018-06-29,VXX,32.81
31.0,0.95,0.0005516610789393484,1.09,1.14,1.18,-0.19,-0.16670000000000001,62.91,28.0,49.0,Put,21,2018-06-29,VXX,32.81
31.5,1.43,0.0003992685156964347,1.34,1.4,1.45,-0.07,-0.0467,64.96,51.0,4294.0,Put,21,2018-06-29,VXX,32.81
32.0,1.72,0.00024687595245352097,1.63,1.69,1.74,-0.07,-0.0391,67.19000000000001,2934.0,341.0,Put,21,2018-06-29,VXX,32.81
32.5,1.94,9.448338921060721e-05,1.93,1.99,2.05,-0.17,-0.0806,69.17999999999999,288.0,2903.0,Put,21,2018-06-29,VXX,32.81
33.0,2.28,-5.790917403230653e-05,2.25,2.32,2.38,-0.22,-0.08800000000000001,71.17,605.0,1940.0,Put,21,2018-06-29,VXX,32.81
33.5,2.59,-0.00021030173727522024,2.59,2.66,2.73,-0.14,-0.0513,73.21,383.0,239.0,Put,21,2018-06-29,VXX,32.81
34.0,2.7,-0.00036269430051813397,2.95,3.03,3.1,-0.4,-0.129,75.37,85.0,461.0,Put,21,2018-06-29,VXX,32.81
34.5,3.32,-0.0005150868637610477,3.3,3.4,3.5,-0.32,-0.08789999999999999,77.39,28.0,119.0,Put,21,2018-06-29,VXX,32.81
35.0,3.08,-0.0006674794270039615,3.7,3.78,3.85,-0.71,-0.1873,78.97,77.0,372.0,Put,21,2018-06-29,VXX,32.81
35.5,4.25,-0.0008198719902468753,4.05,4.15,4.25,-0.17,-0.0385,80.16,94.0,214.0,Put,21,2018-06-29,VXX,32.81
36.0,4.51,-0.0009722645534897889,4.45,4.58,4.7,0.13,0.0297,82.66,70.0,347.0,Put,21,2018-06-29,VXX,32.81
36.5,4.1,-0.0011246571167327028,4.9,5.0,5.1,0.68,0.19879999999999998,84.86,,246.0,Put,21,2018-06-29,VXX,32.81
37.0,4.95,-0.0012770496799756165,5.3,5.4,5.5,-0.14,-0.0275,85.89,65.0,786.0,Put,21,2018-06-29,VXX,32.81
37.5,5.65,-0.0014294422432185303,5.75,5.85,5.95,0.9,0.1895,88.42,65.0,120.0,Put,21,2018-06-29,VXX,32.81
38.0,6.52,-0.0015818348064614437,6.15,6.28,6.4,0.27,0.0432,89.81,52.0,310.0,Put,21,2018-06-29,VXX,32.81
38.5,7.02,-0.0017342273697043575,6.6,6.73,6.85,1.37,0.2425,91.91,80.0,102.0,Put,21,2018-06-29,VXX,32.81
39.0,7.38,-0.0018866199329472713,7.05,7.18,7.3,0.73,0.10980000000000001,93.8,90.0,247.0,Put,21,2018-06-29,VXX,32.81
39.5,4.75,-0.002039012496190185,7.5,7.63,7.75,-0.47,-0.09,95.50999999999999,,102.0,Put,21,2018-06-29,VXX,32.81
40.0,7.62,-0.002191405059433099,7.95,8.08,8.2,0.18,0.0242,97.03,2.0,125.0,Put,21,2018-06-29,VXX,32.81
40.5,8.74,-0.0023437976226760126,8.3,8.63,8.95,1.94,0.2853,102.58,1.0,55.0,Put,21,2018-06-29,VXX,32.81
41.0,8.7,-0.002496190185918926,8.8,9.1,9.4,0.78,0.09849999999999999,104.91999999999999,,71.0,Put,21,2018-06-29,VXX,32.81
41.5,9.15,-0.0026485827491618402,9.3,9.45,9.6,0.85,0.1024,101.63,4.0,170.0,Put,21,2018-06-29,VXX,32.81
42.0,8.35,-0.002800975312404754,9.7,9.98,10.25,0.65,0.08439999999999999,105.91,,30.0,Put,21,2018-06-29,VXX,32.81
42.5,8.38,-0.0029533678756476674,10.25,10.4,10.55,1.28,0.18030000000000002,105.50999999999999,,25.0,Put,21,2018-06-29,VXX,32.81
43.0,10.4,-0.0031057604388905814,10.75,10.9,11.05,1.63,0.1859,108.49,1.0,55.0,Put,21,2018-06-29,VXX,32.81
43.5,9.25,-0.003258153002133495,11.1,11.3,11.5,,,106.42,,2.0,Put,21,2018-06-29,VXX,32.81
44.0,,-0.003410545565376409,11.7,11.85,12.0,,,111.77999999999999,,,Put,21,2018-06-29,VXX,32.81
44.5,9.2,-0.0035629381286193225,12.15,12.4,12.65,-1.92,-0.1727,117.06,,6.0,Put,21,2018-06-29,VXX,32.81
45.0,12.45,-0.0037153306918622365,12.55,12.75,12.95,0.8,0.0687,111.97999999999999,,11.0,Put,21,2018-06-29,VXX,32.81
45.5,11.3,-0.00386772325510515,13.15,13.3,13.45,-0.15,-0.0131,117.30000000000001,,20.0,Put,21,2018-06-29,VXX,32.81
46.0,13.25,-0.004020115818348063,13.6,13.75,13.9,,,117.16,1.0,,Put,21,2018-06-29,VXX,32.81
46.5,,-0.004172508381590978,13.0,13.7,14.4,,,73.04,,,Put,21,2018-06-29,VXX,32.81
47.0,12.2,-0.004324900944833891,14.6,14.75,14.9,0.85,0.07490000000000001,122.16,,7.0,Put,21,2018-06-29,VXX,32.81
47.5,11.45,-0.004477293508076805,15.05,15.23,15.4,,,123.14,,5.0,Put,21,2018-06-29,VXX,32.81
48.0,,-0.004629686071319718,14.4,15.13,15.85,,,0.0,,,Put,21,2018-06-29,VXX,32.81
48.5,,-0.004782078634562632,16.05,16.18,16.3,,,124.83999999999999,,,Put,21,2018-06-29,VXX,32.81
49.0,,-0.004934471197805546,16.55,16.7,16.85,,,128.66,,,Put,21,2018-06-29,VXX,32.81
49.5,,-0.00508686376104846,14.7,16.03,17.35,,,0.0,,,Put,21,2018-06-29,VXX,32.81
50.0,15.6,-0.0052392563242913736,17.5,17.68,17.85,,,131.58,,5.0,Put,21,2018-06-29,VXX,32.81
51.0,,-0.005544041450777201,18.5,18.68,18.85,,,135.9,,,Put,21,2018-06-29,VXX,32.81
52.0,,-0.005848826577263029,19.45,19.63,19.8,,,136.76,,,Put,21,2018-06-29,VXX,32.81
53.0,,-0.006153611703748856,20.45,20.63,20.8,,,140.79999999999998,,,Put,21,2018-06-29,VXX,32.81
54.0,20.15,-0.006458396830234684,21.45,21.78,22.1,4.1,0.2555,154.62,,1.0,Put,21,2018-06-29,VXX,32.81
55.0,,-0.006763181956720511,22.45,22.6,22.75,,,146.77,,,Put,21,2018-06-29,VXX,32.81
56.0,,-0.007067967083206338,23.4,23.58,23.75,,,148.60999999999999,,,Put,21,2018-06-29,VXX,32.81
57.0,,-0.007372752209692166,24.45,24.6,24.75,,,154.10999999999999,,,Put,21,2018-06-29,VXX,32.81
58.0,,-0.007677537336177993,25.35,26.25,27.15,,,196.82,,,Put,21,2018-06-29,VXX,32.81
59.0,,-0.00798232246266382,26.4,26.58,26.75,,,159.17,,,Put,21,2018-06-29,VXX,32.81
60.0,,-0.008287107589149648,27.35,27.53,27.7,,,158.44,,,Put,21,2018-06-29,VXX,32.81
61.0,,-0.008591892715635475,26.25,28.38,30.5,,,147.29000000000002,,,Put,21,2018-06-29,VXX,32.81
62.0,,-0.008896677842121304,29.35,29.55,29.75,,,166.98999999999998,,,Put,21,2018-06-29,VXX,32.81
63.0,,-0.00920146296860713,30.35,31.4,32.45,,,222.73999999999998,,,Put,21,2018-06-29,VXX,32.81
64.0,,-0.009506248095092958,31.35,31.53,31.7,,,171.04,,,Put,21,2018-06-29,VXX,32.81
65.0,,-0.009811033221578785,32.35,32.5,32.65,,,171.8,,,Put,21,2018-06-29,VXX,32.81
66.0,,-0.010115818348064614,33.3,34.38,35.45,,,231.59,,,Put,21,2018-06-29,VXX,32.81
67.0,,-0.010420603474550441,34.35,34.5,34.65,,,177.58,,,Put,21,2018-06-29,VXX,32.81
68.0,,-0.010725388601036268,33.25,35.15,37.05,,,124.37,,,Put,21,2018-06-29,VXX,32.81
69.0,,-0.011030173727522095,34.1,36.03,37.95,,,0.0,,,Put,21,2018-06-29,VXX,32.81
70.0,,-0.011334958854007924,37.3,38.38,39.45,,,244.15,,,Put,21,2018-06-29,VXX,32.81
71.0,,-0.011639743980493751,36.1,37.4,38.7,,,0.0,,,Put,21,2018-06-29,VXX,32.81
72.0,,-0.011944529106979579,39.3,40.13,40.95,,,236.19,,,Put,21,2018-06-29,VXX,32.81
73.0,,-0.012249314233465404,40.3,41.38,42.45,,,252.95000000000002,,,Put,21,2018-06-29,VXX,32.81
74.0,,-0.012554099359951231,41.3,42.38,43.45,,,255.77999999999997,,,Put,21,2018-06-29,VXX,32.81
75.0,,-0.012858884486437062,42.3,43.23,44.15,,,250.29,,,Put,21,2018-06-29,VXX,32.81
20.0,,0.0039042974702834504,11.15,11.98,12.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
21.0,,0.0035995123437976228,10.35,11.08,11.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
22.0,,0.003294727217311796,10.45,10.63,10.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
23.0,,0.0029899420908259685,9.45,9.63,9.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
24.0,,0.002685156964340141,7.0,7.9,8.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
25.0,,0.0023803718378543133,7.45,7.63,7.8,,,0.0,,,Call,28,2018-07-06,VXX,32.81
26.0,,0.0020755867113684857,6.5,6.7,6.9,,,0.0,,,Call,28,2018-07-06,VXX,32.81
27.0,,0.0017708015848826584,5.6,5.78,5.95,,,0.0,,,Call,28,2018-07-06,VXX,32.81
28.0,4.6,0.0014660164583968308,4.75,4.98,5.2,-1.36,-0.22820000000000001,41.08,,12.0,Call,28,2018-07-06,VXX,32.81
28.5,,0.001313623895153917,4.4,4.53,4.65,,,40.97,,,Call,28,2018-07-06,VXX,32.81
29.0,,0.0011612313319110034,4.05,4.18,4.3,,,45.22,,,Call,28,2018-07-06,VXX,32.81
29.5,,0.0010088387686680896,3.7,3.83,3.95,,,47.410000000000004,,,Call,28,2018-07-06,VXX,32.81
30.0,3.65,0.0008564462054251759,3.4,3.53,3.65,0.1,0.0282,50.21,16.0,38.0,Call,28,2018-07-06,VXX,32.81
30.5,,0.0007040536421822622,3.15,3.25,3.35,,,52.66,,,Call,28,2018-07-06,VXX,32.81
31.0,3.12,0.0005516610789393484,2.91,3.01,3.1,-0.09,-0.027999999999999997,55.08,4.0,15.0,Call,28,2018-07-06,VXX,32.81
31.5,4.05,0.0003992685156964347,2.69,2.76,2.82,,,56.53,,2.0,Call,28,2018-07-06,VXX,32.81
32.0,2.9,0.00024687595245352097,2.48,2.55,2.61,0.32,0.124,58.45,2.0,16.0,Call,28,2018-07-06,VXX,32.81
32.5,2.72,9.448338921060721e-05,2.3,2.36,2.42,0.31,0.1286,60.45,32.0,19.0,Call,28,2018-07-06,VXX,32.81
33.0,2.36,-5.790917403230653e-05,2.13,2.19,2.25,0.33,0.16260000000000002,62.29,58.0,44.0,Call,28,2018-07-06,VXX,32.81
33.5,2.19,-0.00021030173727522024,1.97,2.03,2.08,0.14,0.0683,63.78,5.0,156.0,Call,28,2018-07-06,VXX,32.81
34.0,2.12,-0.00036269430051813397,1.83,1.89,1.94,0.39,0.2254,65.51,54.0,77.0,Call,28,2018-07-06,VXX,32.81
34.5,2.06,-0.0005150868637610477,1.71,1.76,1.81,-0.23,-0.10039999999999999,67.25,6.0,42.0,Call,28,2018-07-06,VXX,32.81
35.0,1.93,-0.0006674794270039615,1.59,1.64,1.69,0.38,0.2452,68.76,8.0,120.0,Call,28,2018-07-06,VXX,32.81
35.5,1.65,-0.0008198719902468753,1.48,1.53,1.57,0.23,0.162,70.07,26.0,95.0,Call,28,2018-07-06,VXX,32.81
36.0,1.58,-0.0009722645534897889,1.38,1.43,1.47,0.13,0.0897,71.5,360.0,86.0,Call,28,2018-07-06,VXX,32.81
36.5,1.66,-0.0011246571167327028,1.3,1.35,1.39,0.03,0.0184,73.25,10.0,27.0,Call,28,2018-07-06,VXX,32.81
37.0,1.13,-0.0012770496799756165,1.21,1.26,1.3,-0.54,-0.3234,74.42999999999999,,54.0,Call,28,2018-07-06,VXX,32.81
37.5,1.31,-0.0014294422432185303,1.14,1.19,1.23,0.15,0.1293,75.98,15.0,27.0,Call,28,2018-07-06,VXX,32.81
38.0,1.45,-0.0015818348064614437,1.07,1.12,1.16,0.42,0.4078,77.32,8.0,117.0,Call,28,2018-07-06,VXX,32.81
38.5,1.04,-0.0017342273697043575,1.01,1.05,1.09,-0.97,-0.4826,78.61,,107.0,Call,28,2018-07-06,VXX,32.81
39.0,1.25,-0.0018866199329472713,0.95,0.99,1.02,0.22,0.21359999999999998,79.7,27.0,39.0,Call,28,2018-07-06,VXX,32.81
39.5,1.2,-0.002039012496190185,0.9,0.94,0.98,0.24,0.25,81.28999999999999,5.0,27.0,Call,28,2018-07-06,VXX,32.81
40.0,1.19,-0.002191405059433099,0.85,0.89,0.93,0.37,0.4512,82.55,14.0,92.0,Call,28,2018-07-06,VXX,32.81
40.5,1.6,-0.0023437976226760126,0.8,0.84,0.88,-0.6,-0.2727,83.65,,102.0,Call,28,2018-07-06,VXX,32.81
41.0,0.83,-0.002496190185918926,0.76,0.8,0.84,0.05,0.0641,84.97,1.0,63.0,Call,28,2018-07-06,VXX,32.81
41.5,,-0.0026485827491618402,0.72,0.76,0.8,,,86.15,,,Call,28,2018-07-06,VXX,32.81
42.0,0.74,-0.002800975312404754,0.63,0.7,0.77,-0.02,-0.0263,86.37,35.0,58.0,Call,28,2018-07-06,VXX,32.81
42.5,,-0.0029533678756476674,0.65,0.91,1.16,,,97.21,,,Call,28,2018-07-06,VXX,32.81
43.0,0.67,-0.0031057604388905814,0.62,0.87,1.12,-0.58,-0.46399999999999997,98.47,,12.0,Call,28,2018-07-06,VXX,32.81
43.5,1.69,-0.003258153002133495,0.36,0.72,1.08,,,94.82000000000001,,1.0,Call,28,2018-07-06,VXX,32.81
44.0,0.63,-0.003410545565376409,0.34,0.69,1.04,-0.2,-0.24100000000000002,95.95,,8.0,Call,28,2018-07-06,VXX,32.81
44.5,2.27,-0.0035629381286193225,0.45,0.54,0.62,1.26,1.2475,91.08000000000001,,35.0,Call,28,2018-07-06,VXX,32.81
45.0,0.48,-0.0037153306918622365,0.52,0.56,0.6,-0.03,-0.0588,94.56,270.0,94.0,Call,28,2018-07-06,VXX,32.81
45.5,0.48,-0.00386772325510515,0.5,0.72,0.93,-0.14,-0.22579999999999997,104.05,,53.0,Call,28,2018-07-06,VXX,32.81
46.0,0.66,-0.004020115818348063,0.48,0.69,0.9,-0.32,-0.3265,105.16000000000001,,12.0,Call,28,2018-07-06,VXX,32.81
46.5,1.43,-0.004172508381590978,0.37,0.62,0.87,-0.25,-0.14880000000000002,104.03999999999999,,48.0,Call,28,2018-07-06,VXX,32.81
47.0,0.5,-0.004324900944833891,0.33,0.51,0.69,-0.71,-0.5868,100.56,5.0,6.0,Call,28,2018-07-06,VXX,32.81
47.5,1.42,-0.004477293508076805,0.43,0.62,0.81,,,108.25,,3.0,Call,28,2018-07-06,VXX,32.81
48.0,0.52,-0.004629686071319718,0.14,0.47,0.79,-0.35,-0.4023,102.1,,37.0,Call,28,2018-07-06,VXX,32.81
48.5,1.05,-0.004782078634562632,0.4,0.58,0.76,,,110.28,,1.0,Call,28,2018-07-06,VXX,32.81
49.0,0.43,-0.004934471197805546,0.11,0.29,0.46,-1.22,-0.7394,94.34,5.0,30.0,Call,28,2018-07-06,VXX,32.81
49.5,1.66,-0.00508686376104846,0.09,0.4,0.7,,,103.59,,10.0,Call,28,2018-07-06,VXX,32.81
50.0,0.51,-0.0052392563242913736,0.15,0.41,0.67,0.14,0.3784,106.33999999999999,6.0,57.0,Call,28,2018-07-06,VXX,32.81
51.0,0.36,-0.005544041450777201,0.21,0.38,0.54,,,107.62,1.0,,Call,28,2018-07-06,VXX,32.81
52.0,0.98,-0.005848826577263029,0.19,0.35,0.51,,,109.31,,1.0,Call,28,2018-07-06,VXX,32.81
53.0,,-0.006153611703748856,0.17,0.32,0.47,,,110.42,,,Call,28,2018-07-06,VXX,32.81
54.0,,-0.006458396830234684,0.15,0.26,0.36,,,108.35,,,Call,28,2018-07-06,VXX,32.81
55.0,0.39,-0.006763181956720511,0.13,0.29,0.44,-0.11,-0.22,113.88000000000001,10.0,5.0,Call,28,2018-07-06,VXX,32.81
56.0,,-0.007067967083206338,0.03,0.22,0.41,,,111.05000000000001,,,Call,28,2018-07-06,VXX,32.81
57.0,,-0.007372752209692166,0.05,0.22,0.39,,,113.85000000000001,,,Call,28,2018-07-06,VXX,32.81
58.0,,-0.007677537336177993,0.24,0.31,0.38,,,124.64,,,Call,28,2018-07-06,VXX,32.81
59.0,0.27,-0.00798232246266382,0.03,0.2,0.37,-0.33,-0.55,117.19,,1.0,Call,28,2018-07-06,VXX,32.81
60.0,0.26,-0.008287107589149648,0.03,0.2,0.36,-0.12,-0.31579999999999997,119.24,,25.0,Call,28,2018-07-06,VXX,32.81
61.0,,-0.008591892715635475,0.21,0.29,0.36,,,130.62,,,Call,28,2018-07-06,VXX,32.81
62.0,0.23,-0.008896677842121304,0.0,0.27,0.27,,,116.75,1.0,,Call,28,2018-07-06,VXX,32.81
63.0,,-0.00920146296860713,0.0,0.34,0.34,,,123.67999999999999,,,Call,28,2018-07-06,VXX,32.81
64.0,0.23,-0.009506248095092958,0.02,0.23,0.44,,,132.81,,10.0,Call,28,2018-07-06,VXX,32.81
65.0,0.21,-0.009811033221578785,0.16,0.25,0.33,0.0,0.0,136.71,1.0,25.0,Call,28,2018-07-06,VXX,32.81
66.0,,-0.010115818348064614,0.17,0.2,0.23,,,134.16,,,Call,28,2018-07-06,VXX,32.81
67.0,,-0.010420603474550441,0.02,0.23,0.44,,,139.74,,,Call,28,2018-07-06,VXX,32.81
68.0,0.25,-0.010725388601036268,0.14,0.23,0.31,,,141.41,,1.0,Call,28,2018-07-06,VXX,32.81
69.0,,-0.011030173727522095,0.0,0.44,0.44,,,143.03,,,Call,28,2018-07-06,VXX,32.81
70.0,0.15,-0.011334958854007924,0.13,0.22,0.31,-0.02,-0.1176,145.16,,9.0,Call,28,2018-07-06,VXX,32.81
71.0,0.3,-0.011639743980493751,0.13,0.29,0.44,,,154.1,,10.0,Call,28,2018-07-06,VXX,32.81
72.0,0.17,-0.011944529106979579,0.0,0.3,0.3,,,140.28,,10.0,Call,28,2018-07-06,VXX,32.81
73.0,0.17,-0.012249314233465404,0.0,0.18,0.18,0.02,0.1333,131.92999999999998,200.0,259.0,Call,28,2018-07-06,VXX,32.81
74.0,0.16,-0.012554099359951231,0.12,0.21,0.3,-0.07,-0.3043,152.10999999999999,,7.0,Call,28,2018-07-06,VXX,32.81
20.0,,0.0039042974702834504,0.0,0.02,0.02,,,71.57,,,Put,28,2018-07-06,VXX,32.81
21.0,,0.0035995123437976228,0.0,0.02,0.02,,,65.12,,,Put,28,2018-07-06,VXX,32.81
22.0,,0.003294727217311796,0.0,0.02,0.02,,,58.940000000000005,,,Put,28,2018-07-06,VXX,32.81
23.0,,0.0029899420908259685,0.0,0.02,0.02,,,53.0,,,Put,28,2018-07-06,VXX,32.81
24.0,,0.002685156964340141,0.0,3.15,3.15,,,153.57,,,Put,28,2018-07-06,VXX,32.81
25.0,,0.0023803718378543133,0.0,0.1,0.1,,,52.790000000000006,,,Put,28,2018-07-06,VXX,32.81
26.0,0.05,0.0020755867113684857,0.04,0.09,0.14,0.02,0.6667000000000001,51.78,5.0,1010.0,Put,28,2018-07-06,VXX,32.81
27.0,0.15,0.0017708015848826584,0.1,0.14,0.17,0.01,0.07139999999999999,49.15,2.0,56.0,Put,28,2018-07-06,VXX,32.81
28.0,0.31,0.0014660164583968308,0.27,0.32,0.37,0.05,0.1923,53.5,15.0,77.0,Put,28,2018-07-06,VXX,32.81
